content,Quality,Service,Shipping,Packing
3333,"Thật sự đã chuẩn bị tinh thần nhưng vẫn k khỏi bị hẫng, tiki đóng gói vô cùng tệ hại, mà mua đâu có phải ít, kiện 10 quyển k book care quyển nào, k quấn lại với nhau cho cố định, sách thì bụi băm, xước sát như như sách cũ vậy, k hiểu hệ thống làm việc kiểu gì luôn",,,,0
3339,đóng gói tệ nên cần đổi trả ạ,,,,0
3348,Giao hàng nhanh. Đóng gói sản phẩm không chắc chắn không có cái gì để chống sốc hết làm mẻ 1 ít chảo. Vì mình không biết sau 48h không giải quyết nữa nên giờ không được hỗ trợ đổi trả gì hết. Chảo chưa xài nên chưa biết chất lượng như thế nào. Lần đầu trải nghiệm mua hàng tiki mà thất vọng quá,,,1,0
3349,"Mình thực sự không hiểu tiki giao sách cái kiểu gì, chính sách bọc hàng như thế nào, quá tệ. Mua hơn 900k tiền sách mà quyển bọc quyển không rồi còn gặp sách nhàu nữa. Cay thật",,,,0
3351,"Bàn mua mới nhưng đã bong tróc chắc do vận chuyển._x000D_
Bàn lắp ráp nhưng lại không có sách hướng dẫn lắp ráp._x000D_
Có thể shop nghĩ việc lắp ráp đơn giản nhưng đã là sản phẩm bán cho khách hàng thì bắt buộc phải có hướng dẫn sử dụng , đó là sự chuyên nghiệp!",,,,0
3360,"Sách của anh Sơn thì khá hay rồi, mình không có phàn nàn gì. Tuy nhiên, mình không hài lòng về chất lượng vận chuyển của Tiki hoặc Rio (mình không biết bên nào phụ trách chính). Nhưng hộp sách mình nhận về tay bị móp xọp, mở ra cuốn 90-30-20 cũng quăng góc rõ rệt, nhìn rất đau lòng :(( Mình hi vọng bên Rio sẽ cải thiện bằng cách quấn bao chống sốc cho các em sách, và bên Tiki vận chuyển nhẹ nhàng hơn một chút. Để các em sách hay bất cứ sản phẩm nào về tay người nhận cũng còn giữ nguyên được dáng vẻ xinh đẹp của nó, như vậy thì trải nghiệm dịch vụ sẽ tốt hơn rất nhiều lần.",,,,0
3363,"nhà bán hàng cho mình một cảm giác không tôn trọng sách và cũng không tôn trọng khách hàng khi gói hàng sơ sài và sách được giao tới với vẻ bề ngoài rất thảm hại 🙉 mình đã xe, rất nhiều review về shop nhưng tất cả mình nhận lại là sự thất vọng",,,,0
3367,"Tiki càng ngày càng làm mình cảm thấy quá thất vọng. Làm ăn càng ngày càng cẩu thả thiếu trách nhiệm. Từ xưa đến giờ mình đều thích mua sách ở tiki vì biết trân trọng một quyển sách mà đóng gói chúng cẩn thận, nhưng lần này mình mua hai cuốn sách này khi giao hàng họ chỉ giao đúng như hình mình chụp, chỉ có một miếng bọc nhựa trong bên ngoài, không hề có đóng gói bỏ thùng các tông, không hề có dán dãn người nhận người gửi… mặc dù ship nội thành TPHCM thì cũng không được hời hợt cẩu thả như vậy. Từ này sẽ không mua sách trên Tiki nữa.",,,,0
3378,"Khâu đóng gói và vận chuyển ko tốt, sản phẩm của mình bị xấu rui, lần trước mình mua sp của cty đóng gói chắc chắn, có bọc xốp nên sản phẩm không bị ảnh hưởng trong khâu vận chuyển. Lần này thì tệ quá ah, làm mất giá trị sản phẩm rui shop nhé",,,,0
3397,"Gáy sách bị df khá nặng dù sách có bọc màn co
Mong tiki quan tâm hơn về mảng đóng gói sản phẩm",,,,0
3403,Chưa biết thế nào nhưng mà hàng đến tay thì hộp hở ra rồi,,,,0
3451,"Tiki đợt này gói hàng k hề bọc thêm gì. Sách thì k còn seal, bụi bám nhiều. May mà k dính nước, nếu k thì k biết sách bên trong thế nào.🙁",,,,0
3461,"Đóng gói quá sơ sài, bìa vừa móp còn bị rách",,,,0
3462,Mình không review về sách nhưng mình muốn nói một chút về cách vận chuyển. Sách đến tay mình hơi bìa hơi nhăn một chút. Có thể do đã bị từ trước hoặc trong lúc vận chuyển dùng thùng to hơn sách nên không trách được va đập.,,,,0
3465,Đóng gói không chống sốc không có bọc ni lông khiến sách bị hỏng góc và còn có dấu hiệu hơi bẩn. Đặt tiki nhiều nhưng lần đầu tiên cảm thấy không hài lòng đến vậy,,,,0
3496,"Mình đặt 3 tập Veil cùng lúc, công nhận là tiki giao nhanh thật, sản phẩm còn nguyên seal, nhưng bị móp quá nhiều, cả 3 cuốn truyện mình đặt đều bị móp, còn có tấm postcard của tập 2 hình như là bị dính mực thì phải, mình ko ngờ là tiki ko đặt một miếng lót hay đệm bảo vệ nào vào mà chỉ bỏ trực tiếp 3 cuốn truyện vào thôi, đơn hàng này làm mình quá thất vọng, mong sớm đc tiki phản hồi.",,,1,0
3502,chất lượng sản phẩm thì không phải nói. nhưng sách thì ko đc đóng gói. shipper giao đến nơi thì kiện hàng bung bét thấy được hàng bên trong. sách thì bị móp cạnh lại bị dính keo. mua sách mới tưởng như mua sách cũ !!,1,,,0
3506,"Quyển sách này giống như tổng hợp lại một loạt confession tiêu cực, cụt lủn và không có chiều sâu. Có phần tạp nham do nhiều giọng văn xen lẫn. 
Mình tôn trọng từng câu chuyện, từng nỗi đau của mỗi cá nhân trong đó nhưng khi nxb gộp nó vào một quyển sách thì không khác gì một page công cộng. Rất khó đọc. 
Điều mình không ưng nữa là sách hơi bị méo phần góc. Nếu được hi vọng tiki sử dụng thêm một lớp chống sốc",,,,0
3535,ship ko có bọc chống sốc nên bìa sách bị móp lại ở 1 số chỗ. Mong Tiki từ sau sẽ cho thêm chống sốc vào khi giao,,,,0
3544,"đây là lần thứ 2 mình mua sách bên fahasa và mình thật sự thất vọng, cả 2 lần sách đều bị nhăn bìa dù được đóng gói rất cẩn thận, cứ như không kiểm tra hàng trước khi đóng gói hoặc cố ý giao sản phẩm lỗi vậy",,,,0
3557,"Ko bàn về nội dung vì mình chưa đọc.
Nhưng về cách đóng gói sp của tiki thì mình xin cạn lời. vận chuyển đường dài nhưng ko hề có 1 miếng chống sốc nào. cạnh sách bị dập như này nhìn xem có xót ko. ko biết đây là sở thích đóng gói của tiki ntn hay do mình xui??? làm ơn thay đổi cách đóng gói dùm ạ. cảm ơn",,,,0
3561,"Gói hàng ẩu, đặt sách vào đúng 1 lớp hộp các tông, ko lót thêm xốp nên phần bìa mềm bị dập góc, phần hộp bìa thì rời rụng, rách tả tơi. May sao sách về còn nguyên seal.Tiki gói hàng cực kì cẩu thả, bị mấy lần rồi nên lần này phê bình nặng",,,,0
3570,Chỉ đơn giản xếp sách và đóng gói thôi mà cũng xếp sách cong v được. Đóng gói tệ quá tệ,,,,0
3581,Đóng gói ẩu. Sách bị bẩn và móp khi nhận dù đã đc đổi lại nhưng vì vẫn cách gói hàng sơ sài nên sách nhận lại vẫn bị móp,,,,0
3590,Mình đã mong được bọc bằng bọc sách đồ khuyễn mãi bên Nhã Nam. Nhưng mà nó khiên mình thất vọng. Mình không biết do bên vận chuyển hay do nhà sách không kĩ lưỡng nhưng sách mình nhận được bị quăn mép và dập góc. Mình thật sự không chấp nhận được.,,,,0
3610,"Đóng gói tệ, sách cũ không seal",,,,0
3645,"Tiki xử lý đơn hàng nhanh, giao hàng nhanh, đặt hàng khuya hôm trước mà chiều hôm sau đã có. Sách thì đẹp, chất lượng. Chưa đọc nên chưa đánh giá được nội dung sách.
Điểm trừ là không có một bọc chống sốc nào ở đây cả. Lần đầu mua sách của Tiki (nhà phân phối Tiki Trading), mò vào đọc từng comment của người mua trước, thấy nội dung thì bổ ích nên mua. Qua đó cũng có một số phản ánh sách bị méo mó, bị dính keo, có chỗ bị rách. Lần đầu đọc thì không tin đâu, cứ nghĩ là chắc thiếu sót gì ở đây rồi, Tiki Trading mà làm vậy thì ai còn có lần sau nữa. Nhưng khi nhận sách mới thấy một chữ thất vọng, quá tệ (hình ảnh sách bị móp méo), một cuốn thì không sao, đằng này đặt 3-4 cuốn một lượt (à cái này là một đơn luôn nha) mà không có một bọc chống sốc nào. Quá tệ. Cho 2* cho dịch vụ giao hàng nhanh.
Lần sau sẽ cân nhắc đến việc đổi nhà phân phối, thà đắt hơn một chút nhưng sách không bị sao cả. Dù gì khi bạn xuống tiền mua một cuốn sách thì chẳng dễ gì, đắng đo lắng mới đưa ra quyết định mua, mà mua thì cũng muốn trân trọng nó nên cần quyển sách thật như mới chứ không cần giao hàng nhanh mà sách bị như thế này đâu.
Hơi lủng củng. Mọi người đọc nên cân nhắc.",,,1,0
3649,"Đóng gói sơ sài bỏ vào 1 cái hộp to gấp 3 lần cái ổ cứng nhưng không lót đệm mút xốp. Đối với ổ HDD mà đóng gói kiểu này mình cũng chịu thua. Mình thấy rất nhiều nhận xét v/v đóng gói ổ cứng HDD không lót đệm mút nhưng đến nay TIKI vẫn chưa rút kinh nghiệm vậy?
Về chất lượng HDD thì OK nhưng ổ HDD mà đóng gói kiểu này hên xui lắm! Lần sau không dám mua HDD của TIKI nữa.",1,,,0
3660,"Sách giao siêu nhanh, sáng đặt chiều đã nhận dc r nma rất cay khi nhận hàng xong thì thấy giảm thêm 9k nữa. Đóng gói ko có chống sốc nên sách bị cong nhẹ phần mép",,,1,0
3663,"bẩn tùm lum, đóng gói quá tệ",,,,0
3664,Chất liệu sách rất tốt nhưng mong rằng sau này Tiki đóng gói cẩn thận 1 chút vì khi nhận hàng sách bị quăng góc và bị nhăn,,,,0
3666,"Sách gói ko có chống sốc_x000D_
Móp méo",,,,0
3675,Chóp đèn móp méo hết. Không biết shop đóng gói kiểu j,,,,0
3677,"Đóng gói sản phẩm như này, khj nhận ko được kiểm hàng, hỏi chấp nhận được ko ạ?",,,,0
3687,"không seal bảo quản, không bọc gì hết chỉ để trần như thế rồi không biết nhà bán hay giao hàng làm gì mà cuốn sách mình nhìn thê thảm lắm, may là vẫn fix được. Trong hình không thể nhìn kĩ được nhưng mong Tiki cải thiện việc đóng gói sản phẩm giúp mình",,,,0
3721,"Sách hay nhưng mà đóng gói tệ, sách có vết xước, giao hàng nhanh",,,,0
3728,"Bọc sách sơ sài quá
Gia hàng hơi lâu",,,,0
3761,"Sản phẩm lắp ráp, đóng gói ẩu quá",,,,0
3776,Đóng gói sơ xài . Cái thì nứt cái thì mẻ,,,,0
3788,"Đóng gói k ra gì, lúc nhận hàng sách của mình còn bị bóc ra khỏi hộp, sách còn k được bọc, móp nhiều chỗ như sách cũ v.",,,,0
3902,"Đóng gói ko cẩn thận vì sách nặng, bị gãy cạnh bìa cứng (có thể do vận chuyển).",,,,0
3934,"Sách có dấu vết bị cào xước, bìa bị bỏng chóc. Tôi thấy tiki bọc hàng chán quá nhận sản phẩm rồi thấy thất vọng",,,,0
3937,"Sách dơ, còn bị một đường như dao rọc giấy cắt ngay mặt ngoài… Tiki quản lý kho và đóng gói sản phẩm quá tệ",,,,0
3948,"Đóng gói hàng không tôn trọng khách hàng, không có chống shock, không kín nổi cái hộp",,,,0
3957,Giao hàng nhanh. Mình order chủ nhật mà thứ 2 đã có rồi nhưng sách ko có bọc nilong bảo quản bên ngoài và bị bẩn như hình. Mình mua 3 quyển chỉ có quyển này là bị v thôi ạ.,,,1,0
3966,"Sách bị gãy góc , gập , nhìn xót kinh khủng. 
Tiki đóng gói hàng ẩu ơi là ẩu , chỉ có 1 thùng carton ở ngoài thôi chứ không hề có chống sốc hay gì hết nên sách của mình mới bị thế.
Đây là lần đầu mua sách ở Tiki mà Tiki làm ăn kiểu này , sau này sẽ hạn chế mua sách ở Tiki 
Vì đg dịch nên mình sẽ bỏ qua việc ship hàng hơn 1 tháng trời , nên 1* là nằm ở chất lượng sách và cách đóng gói hàng của Tiki.",,,,0
3967,Hộp bị bể làm gãy gáy sách :(,,,,0
4000,"Cái này thôi chắc ko cần nói tiếp. Thấy trên review 10 người hết 8 9 người bảo tiki đóng rất sơ sài và quả thực vậy. Đồng ý giá rất tốt, thời gian giao hàng nhanh nhưng sách gãy cộp và rất dơ. Hình này mình lau rồi lúc đầu lấy cầm nó bẩn ko tả . Ko biết mấy bạn có thể lau cho sạch trước khi đóng ko. 3 sao cho tiki do cg đoán được sẽ vậy nên cg k bất ngờ lắm",,,1,0
4002,Lần này Tiki gói hàng tệ thực sự. Các góc sách đều bị như thế. Không hề có bọc nilong hay miếng đệm nào cả ngoại trừ thùng carton. Sách thì bám bụi vô cùng.,,,,0
4011,"Giao hàng rất nhanh nhưng sách không được bọc bảo vệ dẫn đến việc sách bị ảnh hưởng (nhăn góc bìa) trong quá trình vận chuyển..
Khá thất vọng khi nhận được hàng..",,,1,0
4012,"Sách được giao rất nhanh, giấy và chữ in đẹp, đọc không thấy có lỗi chính tả. Nhưng Sách không được bọc cẩn thận khi giao, nhìn rất giống sách cũ hoặc là hàng trưng bày đem ra thanh lý, thật sự là khi bóc hộp thấy rất thất vọng.",1,,,0
4016,Shop gửi mình thùng bị bể r shop ơi,,,,0
4046,"1 cuốn sách hay nhưng đóng gói và đóng sách kiểu này thì còn gì là giá trị 1 cuốn sách. Tiki phải coi lại kiểu này, bỏ cả 200k mấy để mua 1 cuốn sách nhưng nhận được cuốn sách tệ như là đi mua sách cũ. Mình rất là giận vì sách đã tới nước ngoài, mình không thể đem lại công ty để phản ánh.",,,,0
4083,"Tôi không nghỉ rằng shop chính chủ của tiki lại có thể gói hàng như thế. Món hàng là sách mà chủ shop chủ gói qua loa, à không nói đúng là chỉ bỏ sách vào hộp. Khi hàng đến tay tôi, do trời mưa nên hộp gần như rã ra sách thì bị trầy. Các shop khác có thể bỏ qua đối với người dễ chịu, còn đây là shop của tiki làm như thế thật không thể chấp nhận được.",,,,0
4108,Gói hàng chưa cẩn thận. Góc của sách bị cong.,,,,0
4111,"đóng gói không cẩn thận, dễ vỡ khi va chạm.",,,,0
4117,"Gói bằng bọc thực phẩm, sách thì đã bị unbox, cong queo dính đầy bụi, còn bị xước 1 vệt trên sách, bán cho khách sách kiể này mà cũng bán được?",,,,0
4135,"Mình k biết bên nào đóng gói nhưng nó thật sự rất tệ, k có bọc chống sốc, chỉ quăng hai quyển vào là xong ?? R giao tới nơi rách cái keo bao quanh hộp luôn. Ủa mua sách mới mà cảm giác như đồ ăn xin vậy ta ?? Hên là sách chỉ bám bụi và có vài vết dơ chứ chưa rách! Thật thất vọng về Tiki Trading !
Nội dung mình chưa đọc nhưng xem review tốt ạ",,,,0
4145,"Cái này thôi chắc ko cần nói tiếp. Thấy trên review 10 người hết 8 9 người bảo tiki đóng rất sơ sài và quả thực vậy. Đồng ý giá rất tốt, thời gian giao hàng nhanh nhưng sách gãy cộp và rất dơ. Hình này mình lau rồi lúc đầu lấy cầm nó bẩn ko tả . Ko biết mấy bạn có thể lau cho sạch trước khi đóng ko. 3 sao cho tiki do cg đoán được sẽ vậy nên cg k bất ngờ lắm",,,1,0
4152,"Mình mua sách trên tiki rất nhiều và khá hài lòng . Nhưng lần này thì THẤT VỌNG  thật sự 😞 
THẤT VỌNG vì cách đóng gói và vận chuyển sản phẩm :
- Đóng gói thì SƠ SÀI 
- Bìa cát tông đựng sản phẩm thì cũ , nát 
- Băng dính hộp đựng thì bị bung hết ra ngoài 
- Bên trong còn để mấy miếng bìa cát tông cũ ( cũng k hiểu tác dụng để làm gì ) 
- Mình mua 7 quyển mà bên trong cũng không được bọc , hay có lớp xốp gì cả , bìa hộp đựng thì mỏng nên khi vận chuyển sách có bị móp và bị xước  
 Mình là người rất giữ sách nên nhìn vậy thì rất chán , cảm giác như mua sách lướt vậy , chứ k được mới 100%  

Nói chung lần mua sách này mình cảm thất rất THẤT VỌNG về cách làm việc của tiki . Mong tiki hoàn thiện chỉnh chu hơn trong khâu đóng gói !",,,,0
4153,Đóng gói bất cẩn. Nhận được thì họp rách. Mở ra sách rách và cong cả đầu sách đến nổi rách luôn. Bán sách mà chả yêu sách tý nào. Chán thật sự!,,,,0
4171,"(*) Đánh giá không tính điểm
Vận chuyển bị gãy gáy sách",,,,0
4172,"đóng gói cẩu thả, sách sau quá trình vận chuyển bị cong mép và cũ đi rất nhiều. mình không trông chờ siu mới nhưng ít nhất cũng chêm giấy vào để sách khỏi va đập chứ ạ :)",,,,0
4182,"Hàng giao bị móp méo, chỉ quấn bọc với vài lớp như màng bọc thực phẩm rồi thôi",,,,0
4185,"bản đặt biệt bao đc miếng giấy :"")? _x000D_
cái stan còn bị thiêng mấy lỗ nx _x000D_
hàng còn nguyên nhưng đóng gói tệ qá",,,,0
4188,"Tiki gói hàng không một miếng bọc nào cả,cứ vậy nhét vào hộp.Lúc nhận được chiếc hộp móp mà mình sốc.Lúc mở hàng thì cả bản thường lẫn đb đều bị df.Bản thường thì móp cả gáy lẫn bìa,bị cong lại luôn.Bản đặc biệt rách cả obi,bìa cũng bị rách,standee thì méo cong luôn,postcard bị rách,bị hằn 3 vết to",,,,0
4199,"(*) Đánh giá không tính điểm
Không biết dạo này Tiki làm sao. Sách ổn, thời gian giao hàng ổn nhưng cách gói hàng phải xem lại. Mình làm khách của tiki 8 năm nay, thỉnh thoảng lại gặp phải trường hợp tiki bookcare bị như này, rất bực mình",,,,0
4203,Dán băng keo lên sách (dù có bọc sách) ?? Quá thất vọng về cách đóng gói cẩu thả!,,,,0
4217,"Thất vọng toàn tập, háo hức mong đợi. Đóng hộp rất đẹp nhưng không bao giờ bảo vệ góc, gãy ngay góc bìa. Mua để sưu tầm mà thất vọng thực sự. Tiki ko bao giờ bảo vệ góc như Fahasa làm hại cả Đông A, mỗi lần khui là hồi hộp. Muốn được đổi ngay, vì chọn giao nhanh.",,,,0
4232,bọc mỗi cái hộp ở ngoài nên sách bị quăn mép khá nhiều,,,,0
4243,"Sản phẩm mới, có tem bảo hành, nhưng lúc mở hộp ra thì ổ cứng để không, không có chống sốc hay bảo vệ, rất nguy hiểm nếu trong quá trình vận chuyển bị rơi vỡ hoặc hàng khác đè lên. Mong Tiki sớm khắc phục với các đồ điện tử sau này.",1,,,0
4306,"đóng gói chưa bảo đảm, còm sơ sài và bao bì bị bong",,,,0
4313,sách thì không bị móp méo gì hết nhưng mà tiki k bọc chống sóc gì hết á,,,,0
4318,Sách ko đc bọc túi cẩn thận. Các trang sách dính lại với nhau.,,,,0
4328,"Không có túi đựng chống sốc, giao hàng công nghệ mà đơn giản quá, sử dụng rồi mới đánh giá chất lượng",,,,0
4338,"Đóng gói ẩu, hộp rách te tua làm tróc gáy và quăn mép sách",,,,0
4353,"Sách bị rách phần gáy, không biết do khâu lưu kho hay đóng gói. Tôi không hài lòng điều này. Dạo gần đây sách hay được bỏ thẳng vô hộp bìa mà không bọc túi xốp hay túi bóng, chắc do Tiki cắt giảm chi phí. Điều này cũng không sao nhưng nên bảo quản tình trạng sách tốt nhất khi đến tay người dùng.

Nội dung sách chắc chắn rất hấp dẫn, vốn đã được review nhiều nên tôi không bàn thêm.",,,,0
4382,"Đóng gói quá sơ sài, ngày càng thất vọng về TiKi",,,,0
4384,"Đóng gói ncc, ko seal nên sách trầy mẹ r, còn bị cong sách ở góc to vãi luồn nữa, chống sốc ko biết là có hay ko thấy mỗi tờ giấy để làm gì cũng đéo biết, phần bookmark thì trầy hay xước mẹ r nhìn bực mình đéo chịu được, nói chung là ko nên mua",,,,0
4392,"Được duy nhất quyển này là có bọc. Và chỉ 1 lớp bọc thôi nhé. Đơn của mình đến 300k mà chỉ được như vậy. Ngoài tấm xốp ra thì có đúng cái thùng ọp ẹp. Shop lớn mà làm ăn không ra gì.
Mang danh phí tiền rồi 
 Bạn nào muốn mua sách mình khuyên ra chỗ khác mà mua nhé.
 Mua vào lại bực mà mất ngủ đấy.",,,,0
4429,"Nội dung sách thì không bàn. Cơ mà mua sách ở Tiki Trading dù giá có rẻ hơn tí, mà chất lượng đóng gói rất thất vọng. Sách lúc giao về bị móp méo tệ hại ở 1 đầu gáy, thêm vài dấu xước trên mặt nữa. Khuyên mn nên bỏ thêm mười mấy k đặt chỗ khác tốt hơn:))",,,,0
4436,"Tôi đã mua sách của tiki rất nhiều nhưng lần này bọc sách rất ẩu, mép dán cũng quanh bị bong hết ra nên ko bọc được nữa. Nội dung chưa đọc nên chưa có nhận xét gì.",,,,0
4441,"Đang đọc sách thì hào hứng đi nhận hàng xong không còn tâm trạng đọc nữa_x000D_
Bản thân mình là người trân trọng sách, nên mình chỉ mua ở nhà sách và ở Tiki vì tin tưởng khâu đóng gói và sách chính hãng._x000D_
   Vậy mà hôm nay mình nhận 5 quyển sách để trong 1 thùng không hề được bọc, kết quả sau quá trình vận chuyển sách cạ vào nhau và trầy trắng xóa 2 mặt sách cả 5 quyển, sách còn bị gãy bị gấp bìa sách, góc sách bị dập do vẫn chuyển xa mà không được bao kĩ, vì giới hạn 5 hình nên không up lên hết được chứ còn nhiều chỗ bị trầy và gập bìa nữa..lần đầu tiên mình cực kì thất vọng và bực mình với Tiki như vậy..sau này mình sẽsuy nghĩ lại về việc đặt sách tại Tiki_x000D_
   Nếu được mình muốn đổi lại cả 5 quyển chứ nhìn sách mới về tàn tạ mà mình buồn quá......",,,,0
4443,"Nội dung tốt, trình bày khoa học, sách đẹp. Đóng gói cẩu thả, không 1 miếng lót.
Mọi người đán giá rất nhiều nhưng Tiki vẫn không khắc phục. Cho 1 sao để Tiki quan tâm hơn.",1,,,0
4447,"Sản phẩm ko được mới lắm, bị bụi và bẩn 1 chút, góc sách bị móp, bọc hàng ko kĩ",,,,0
4452,kệ sách bị bể góc. shop bao bọc k cẩn thận hay vì lý do này mà giảm giá. nhà mới mà để kệ bị bể góc vô chắc k đẹp. thất vọng chưa thèm ráp luôn,,,,0
4455,"Điện thoại giao nhanh nhưng không hiểu sao lại chỉ có seal hộp 1 bên, seal gói hàng thì nhìn như rách mất 1/2. Máy thì okay mà sạc thì không phải sạc nhanh của Samsung?",,,1,0
4463,"Tiki giao nhanh khỏi bàn rồi nhưng chắc vì vậy mà khâu đóng gói luôn rất ẩu, sách bị trầy mép và hộp thì méo.",,,,0
4494,"Sách không được đầu tư gói ghém cẩn thận lắm, mình thấy khá sơ sài, bìa ngoài bị lem mực màu cam trên bìa trắng, bên trong thì mực đen in không đều màu khiến cho mình cảm giác như sách giả, khá là thất vọng :(",,,,0
4509,"Sách mới giao cẩn thận còn nguyên bọc seal. Nội dung tổng thể hay nhưng nhiều đoạn viết hơi lan man sa đà kể chi tiết, nếu là độc giả người Indo hoặc đang tìm hiểu về văn hoá Indonesia thì sẽ thích còn mình đọc lướt khá nhiều.",,,,0
4511,"Đề nghị tiki giải quyết vấn đề vận chuyển lại, sách không có chống sốc, có cuốn bị dơ,nhăn VÀ ĐÂY KHÔNG PHẢI LẦN ĐẦU TIÊN.
Cuốn này thì có bao kiếng +1sao",,,,0
4512,"Nhận được sách mà muốn trầm cảm luôn, chất lượng giao hàng của tiki thực sự là quá tệ.",,,,0
4513,Sản phẩm chưa được đóng gói kỹ càng nên khi nhận được sản phẩm bị cấn móp 1 góc. Tuy không ảnh hưởng kết cấu tủ rack nhưng không còn cái nhìn vừa mắt.,,,,0
4532,"sách cực kì tệ luôn ko hề có bọc chống sốc. Sách mới mua về đã như thế này, lần đầu tiên thất vọng như thế khi mua ở tiki.",,,,0
4549,"lần đầu mua hàng ở tiki mà cảm thấy hơi thất vọng, tưởng như mọi lần mua sách là sẽ được bọc 1 lớp bọc plastic bên ngoài để tránh bóp méo khi vận chuyển, lúc mở ra thì ngạc nhiên vì lạ, cũng may sách về tay an toàn nên không vấn đề gì, mà nhìn sách hơi cũ cũng chẳng hiểu lý do tại sao, tiki nên xem xét lại",,,,0
4557,"Ram laptop bé xíu mà cửa hàng không bọc nilông chống sốc, mà hộp thì to, cả quá trình vận chuyển không biết có hỏng hóc gì không.",,,,0
4576,"Đóng gói rất kém, mỗi cái hộp bìa bênngoaif, không chống sốc, không lớp nilong gì bao sách, trần trụi thành ra góc móp với nát nhẹ",,,,0
4592,đóng gói  sơ sài sách bị hỏng ở góc sót ht sức mong shop dóng gói cẩn thận hơn thì lần sao có thể mua lại…..,,,,0
4598,"Không có túi đựng chống sốc, giao hàng công nghệ mà đơn giản quá, sử dụng rồi mới đánh giá chất lượng",,,,0
4607,"(*) Đánh giá không tính điểm
Hàng điện tử mà hộp bị nứt rách thế này. Cần chú ý khâu vận chuyển ghi chú rõ ràng để bảo vệ sản phẩm.",,,,0
4609,"Như thường lệ Tiki giao hàng rất nhanh, đặt hôm T3 mà hôm nay đã được giao rồi, và cũng như bình thường chẳng kì vọng quá nhiều vào khâu đóng gói sách của Tiki nhưng lần này mở hộp ra hết hồn thật sự. Chưa bao giờ thấy ai bỏ sách vào thùng mà để nằm cong thế này, cũng may là không vấn đề quá nhiều. Mong sau này Tiki nghiêm ngặt hơn về vấn đề đóng gói sách, vì riêng với bản thân mình không chỉ những dòng chữ trên trang mới đáng quý mà cả cái bìa, cái bookmark, từng góc cạnh mình đều muốn nó không bị làm sao hết. Xin cảm ơn ạ.
Còn về phần sách thì mình chưa đọc nhưng ông Keigo chưa bao giờ làm mình thất vọng cả ~",,,1,0
4618,"chẹp. sách không có bọc nilong ở ngoài, cũng không có bọc chống xóc, mở hộp ra chỉ có vậy thôi. cũng may là bề ngoài không có chỗ nào cong vênh hay móp méo. chưa đọc bên trong, hi vọng là không có trang nào bị rách or sai chính tả. nhưng mà chắc là không có dou. tin tưởng tiki trading",,,,0
4620,"Tiki càng ngày càng làm mình cảm thấy quá thất vọng. Làm ăn càng ngày càng cẩu thả thiếu trách nhiệm. Từ xưa đến giờ mình đều thích mua sách ở tiki vì biết trân trọng một quyển sách mà đóng gói chúng cẩn thận, nhưng lần này mình mua hai cuốn sách này khi giao hàng họ chỉ giao đúng như hình mình chụp, chỉ có một miếng bọc nhựa trong bên ngoài, không hề có đóng gói bỏ thùng các tông, không hề có dán dãn người nhận người gửi… mặc dù ship nội thành TPHCM thì cũng không được hời hợt cẩu thả như vậy. Từ này sẽ không mua sách trên Tiki nữa.",,,,0
4636,"Mình luôn tin tưởng về chất lượng sách của Tiki là hàng chính hãng. Nhưng mình rất không hài lòng về cách đóng gói, vận chuyển của Tiki. Hàng chục quyển sách mình mua về quyển ít thì giá 200k quyển nhiều thì 700k, mà khi nhận về móp hết góc. cảm giác ức chế như kiểu nhận đống giấy vệ sinh vậy. rất thiếu trân trọng đồ của khách hàng. nếu Tiki không cải thiện được việc này. thì chính các bạn không phải ai khác đang tự vả vào mặt mình. và tạo cơ hội cho đối thủ shopee lazada vượt mặt xa hơn",,,,0
4640,"Săn sale đc giá khá rẻ
Loại này để đc vài cuốn sách nhỏ thôi, Kệ này khá yếu k đc chắc chắn.
Mua đợt này shoo đóng gói khá tệ, k có HD, k có vít, gỗ thì khá dơ và bị trầy xướt rất nhiều.
Nếu có k nhiều sách mục đích trang trí thì nên mua loại này",,,,0
4648,Giao hàng miễn chê tuy nhiên bọc mà rách nát như này mình thấy như không bọc vậy. May mà không ảnh hưởng chất lượng sách,,,,0
4649,"Bthg mk hay mua trên shopee. Thấy bảo tiki sách tốt hơn nên là mua thử mà mua phải shop giao hàng chán kinh khủng. Bọc lèo tèo, sách bụi, quăn mép.",,,,0
4660,"sách mới về nhận hồi chiều, nhờ người thân nhận dùm nên ko kiểm tra trước khi nhận. Nhìn trang sách thì đẹp nhưng giao hàng ko cẩn thận nên sách mốp méo. Đối vs những người yêu sách thì điều này thật tệ. Mong shop quản lý bên vận chuyển hàng tốt hơn. Như thế này thì khách hàng như tui sẽ ko mún mua hàng nữa. Đáng lẻ đánh giá 5 sao mà vận chuyển hàng thì nhận 3 sao thui",,,,0
4670,Shop phục vụ tốt. Giá sảm phẩm hợp lý. Đóng gói sản phẩm thiếu cẩn thận. ko có tấm mềm bọc sách nên bị lỗi góc trái bên trên trong khi vận chuyển,,1,,0
4672,Mấy lần mua của tiki đều thấy tiki đóng gói sơ sài nhưng không bị móp nên không sao nhưng lần này sách vừa bị móp vừa bị rách luôn 😀… hơi tiếc cho cuốn sách vì đây là cuốn đắt nhất trong đơn 🥲,,,,0
