content,Quality,Service,Shipping,Packing
3922,"Đặt hàng hơn 1 tuần mà ko chịu giao
Tiki làm càng ngày càng thất vọng",,,0,
3950,"Shipper giao hàng rất thái độ, số điện thoại ***, gọi đt gia hàng lúc 13:08 phút, ""tôi nói người nhà đang ra lấy, anh đợi chút xíu"" đến 13:11 phút gọi lại nói có người ra lấy không anh ? đơn này không đợi được .... ( cách nói chuyện mày có ra lấy khôngm không thì tao bỏ ? ). Nhân viên kiểu đó mà kêu chuyên nghiệp gì",,,0,
3953,chào tiki. mình đã đặt 3 đơn sách ehon trong đó có 1 đơn la bộ sách này và thanh toán trước. tuy nhiên đến bây giờ mình vẫn ko nhận đc hàng. nhưng theo dõi đơn hàng thì báo đã giao hàng thành công. đề nghị tiki kiểm tra lại và giao hàng cho mình. mình đợi hơn 1 tuầ,,,0,
3961,Mình đặt vụng trộm ko thể giấu sao lại giao mình sách này vậy😃 mong nhà sách trả lời tin của mình với tốn hơn 200k mà hàng của mình chả thấy đâu,,,0,
3974,"Không hài lòng, vì mua hàng qua Tiki là để tiết kiệm thời gian đi lại. Người giao hàng chuyển (thối lại tiền) tiền qua số điện thoại khiến tôi lại phải mất nửa buổi ra Ngân hàng VIB để giao dịch lấy tiền thối. Nếu lần sau như vậy sẽ không mua hàng qua Tiki nữa.",,,0,
3982,Giao hàng quá lâu,,,0,
4019,"1. sản phẩm: khá ổn trong tầm giá, máy mới xài không có gì phải chê. hàng ở tiki trading mình chưa bao giờ đắn đo.
2. shiper: rất nhiệt tình, vì mình làm cty về trễ không giao được nên nhờ a lấy hàng về nhà xong ra ca mình lấy. khá ok
3. đơn vị giao hàng: kém. thật sự khi nhận được gói hàng mình rất bất ngờ, nó bị móp từ bên ngoài, móp luôn hộp đựng điện thoại. chắc là có sự xếp chồng với lực lớn. dẫu biết là hàng đi phân loại nhiều xếp chồng lên nhau nhưng là hàng có giá trị mà để bị như vậy là mình thật sự khá thất vọng. may khi mở ra điện thoại không bị gì.",1,,0,
4051,"Tôi đặt hàng từ 3/8. 
Dự kiến giao hàng 8/8. 
Đến 8/8 tiki gửi tin nhắn giao hàng 10/8. 
Hôm nay là 12/8 ... trạng thái ... đang đóng gói ...",,,0,
4132,"Shipper thái độ, chửi khách, tội bận việc không nghe máy được, lúc sau anh ta gọi lại chửi tôi, lúc xuống nhận hàng lại cũng chửi tôi lần nữa. Lần đầu tiên tôi mua hàng online mà gặp shipper thể loại này",,,0,
4136,"Máy nguyên seal, nhưng màu hồng hơi nhạt, nhìn như màu trắng, thêm 30k để giao siêu tốc mà shipper cáu kỉnh, cuối giờ thang máy chậm với trẻ con nghịch xuống chậm chút xíu mà cáu nhặng lên, nói đi nói lại!",,,0,
4174,"vận chuyển: thái độ shipper.nếu có sao âm chắc cho luôn. shipper đến sai nơi nhưng khi mình gọi điện thì anh ta nói "" có bị thần kinh không?"" mình chưa từng thấy shipper nào có thái độ tệ như này.",,,0,
4177,Giao hàng chậm - rườm ra trong khâu giao hàng-không nhận được cuộc gọi từ shipper mà gửi mail bảo không liên lạc được,,,0,
4253,Giao hàng không đúng thời hạn,,,0,
4300,Ko chấp nhận được thái độ nhân viên vận chuyển của Tiki.,,,0,
4317,"Giao hàng tệ quá, cứ điện mình hoài",,,0,
4319,"(*) Đánh giá không tính điểm
Giao hàng rất nhanh mình rất ưng. Chắc nịch sẽ tặng 5 sao. Nhưng ko. Gói hàng bị dính nước ướt bẩn hết sách bên trong. Sách mình đi tặng mà nói thật là tặng thì ngại mà đặt lại thì không kịp. _x000D_
Một trải nghiệm thất vọng.",,,0,
4321,"Mình nghĩ là sách hay nên mua, mà đúng là hay thật, chỉ bực thái độ của chị ship hàng, ai đời gọi khách ra lấy hàng, khách ra chờ 15p chưa thấy đâu, khách về thì 5p sau gọi hỏi, khách nói chờ lâu quá về thì lại mắng ngược lại khách rằng là tôi đi ship chờ hàng tiếng còn dc, cô ra chờ có nổi 5p ko, mình hiền chứ phải người khác chắc boom luôn quá, âu cũng nghĩ vì họ thế nên mới làm ship, khôn khéo đã làm ông nọ bà kia, lần này thực sự thất vọng về dịch vụ của tiki",,,0,
4374,Bìa đẹp nhưng có lẽ mình đã kì vọng hơi cao vào nội dung và giao hàng của Tiki.,,,0,
4386,"Nội dung sách thì hay, xem qua vài trang khá giống với quyển OLDA, mà giao hàng tệ không chịu nổi. Giao hàng vào ngày mưa có thể thông cảm được nhưng không che chắn kĩ làm ướt hết hộp, hộp sách bên trong bị móp và rách.",,,0,
4389,"Hàng của tiki nên mạnh dạn đánh giá 1 sao. Ko giao được hàng cho khách, gọi điện xin lỗi, mình chấp nhận và nói :”lỗi của tiki thì tiki tự huỷ đơn đi “ hơn tháng sau tò tò ra ông shipper gọi điện giao sách ??",,,0,
4420,"(*) Đánh giá không tính điểm
Nhân viên giao hàng tệ....",,,0,
4434,Thời gian giao hàng lâu hơn dự kiến,,,0,
4479,"Tiki dạo này giao hàng k đúng hẹn ? mình sắp xếp thgian nhận hàng khó quá. Tiki vui lòng xem lại vấn đề này, khách đặt hàng onl có hiển thị tgian nhận hàng dự kiến, hồi trước ngày giao đúng lắm mà gần đây trễ hạn của mình lần này là lần thứ 2 trong cùng một tháng.",,,0,
4539,"Tôi đặt hàng ngày 15/6 trong chờ đợi mõi mòn đến hôm nay thì tiki hiển thị đánh giá trong khi tôi thật sự chưa hề nhận được đơn hàng hay cuộc gọi nào?
Tôi thật thất vọng về cách làm việc của tiki!",,,0,
4542,"(*) Đánh giá không tính điểm
Giao hàng quá chậm... Chậm hơn dự kiến cả gần 10 ngày... Ko hối là vẫn cho ở kho không giao",,,0,
4658,"Giao hàng ko đúng hẹn, trễ hẹn 2 ngày",,,0,
4675,"Đánh giá 1 sao vì shipper quá bố láo. Shipper khó chịu với khách vì phải ship sáng chủ nhật, bắt khách lần sau đặt tối thứ 7. Láo hết chỗ nói. Việc khách đặt giao nhanh là quyền của khách, ông *** muốn ship thì cho người khác làm.",,,0,
4682,"Đơn hàng chuyển từ tiếp nhận sang bàn giao vận chuyển mất 3,4 ngày. Gần 1 tuần mới nhận được hàng (trong khi ghi thời gian nhận hàng 2 ngày). Tiki cần cải thiện thời gian giao hàng nếu muộn cạnh tranh tốt. Hay tiki làm vậy để mọi người dùng tiki now nhiều hơn ???",,,0,
4745,"(*) Đánh giá không tính điểm
Chưa nhận được hàng mà shop báo đã giao thành công là sao",,,0,
4772,"Đóng hàng cẩu thả, nhân viên giao hàng giao ổ cứng mà vứt vào sân lỡ bể ai chịu trách nhiệm",,,0,
4780,Đặt tiki now giao trong 2h. Mà đến giờ hẹn vẫn chưa có hàng... Gọi điện tổng đài nhân viên không báo đc tình trạng khi nào sẽ giao... Vậy tại sao thu tiền ship tiki now như thế?,,,0,
4783,Chưa kể đến nd nhma lần này tiki giao hàng chán quá. Đến nơi hộp bị bục ra mép sách bị như hình. Chán :(,,,0,
4805,Đặt màu đen nhưng lại giao màu trắng,,,0,
4907,"Hàng thì nhận được rồi đó, nhưng từ hồi mua hàng Tiki tới giờ mới gặp phải trường hợp shipper giao hàng có khả năng giao tiếp cục súc đến vậy.  ""Alo"" ""Giao hàng"". Khả năng giao tiếp kém như vậy thì sẽ không có lần mua hàng trên Tiki vào lần sau. Mình khá tổn thương nên sẽ không đạn giá gì nhiều nữa. Tạm biệt, thân ái.",,,0,
4918,"Cáp nhanh, tốt nhưng giao hàng còn chậm. Đợi 2 tháng rồi mà chưa có, cứ nghĩ là tiki quên đơn hảng của mình rồi",1,,0,
4961,"Ko hiểu sao hàng đã đặt và đã trả tiền đầy đủ nhưng đến nay đã 10 ngày vẫn chưa nhận được hàng, trong khi dự kiến 4 ngày là hàng đến nơi???",,,0,
4974,"(*) Đánh giá không tính điểm
Người giao hàng không thật thà",,,0,
5041,"(*) Đánh giá không tính điểm
Máy tốt, nhưng có cái mình mù công nghệ, mới đầu lỗi drive tùm lum =))) Tới giờ mình vẫn chưa cài wifi được, nhưng kệ, mình mò sau.
Giao hàng chậm quá, delay lại 2 3 lần mà giá ở sàn cao hơn các bên khác mà giao hàng lại lâu hơn.",1,,0,
5082,"Trải nghiệm mua hàng thật tệ. Giao hàng lâu, feedback lại thì cũng như ko. Ứng dụng ko biết khi nào giao hàng, bên giao hàng cũng ko gọi trước. Mình sẽ câb nhắc lựa chọn kênh mua sắm khác.",,,0,
5099,"Máy tính mình bị hư ổ cứng nên mua ổ mới. Nhận được hàng, vô nhà mở ra thì thấy hợp bị khui trước rồi.
Gắn vào máy cài win thì chưa thấy lỗi gì. Hy vọng là ổn!
không thích hàng bị khui trước nha!",,,0,
5185,"(*) Đánh giá không tính điểm
Không đúng hẹn giao nhanh 2 tiếng ... Tôi không hài lòng",,,0,
5188,"Tôi chưa nhận được đơn hàng, đã báo giao hàng nhưng chưa hề nhận được hàng",,,0,
5209,"Mong tiki xem xét lại đối tác vận chuyển. Đây là lần thứ 3 mình gặp vấn đề với bên vận chuyển rồi. Trước giờ mình vẫn luôn ủng hộ mua hàng trên tiki nhưng khoảng vài tháng gần đây cả thái độ giải quyết vấn đề của nhân viên tiki và bên vận chuyển đều ngày càng đi xuống.
Sách mình chưa đọc nên chưa thể review.",,,0,
5219,"Không hài lòng về việc giao hàng, mặc dù không liên hệ giao hàng nhưng lại báo là liên hệ giao hàng không được. Điện thoại mình cầm 24/24, ngoài ra còn đăng ký cuộc gọi lỡ (nếu có gọi không được thì vẫn báo tin nhắn về lỡ cuộc gọi, nhưng không hề thấy). Đề nghị xem lại bộ phận giao hàng!",,,0,
5345,"Đặt hàng từ 27/12 đợi mãi đến 3/01/2023 mới nhận được. mà trước đấy đã nhắc shop cần lấy máy trước tết DL để đem về quê biếu PH. _x000D_
Chất lượng SP để time trả lời",,,0,
5353,Tôi không nhận được cuốn sách này.,,,0,
5360,Giao hàng chậm trễ so với ban đầu,,,0,
5374,Sách chất lượng tốt. Mỗi tội đặt gần 10 ngày mới thấy giao. Mà cứ đơn hàng nào trả tiền trước thì giao rất chậm. Còn chưa thanh toán thì 2 ngày sau nhận được hàng. Nên chắc rút kinh nghiệm. Nếu muốn nhận hàng nhanh thì đừng thanh toán trước.,1,,0,
5389,"lần này thực sự bực mình với Tiki lần này, từ Hà Nội xuống Hải Phòng ở shoppe vs lazada chỉ cần 1-2 hôm., tiki vận chuyển tận 10 ngày trong khi giao thông đã bình thường rất lâu rồi. chưa hết, đơn hàng ko giao, ko gọi điện trong khi hệ thống lại báo giao hàng thất bại lần 1.",,,0,
5391,"tiki báo chuyển nhanh tikinow trong 2h, trước 10h sáng, đến 10h nhân viên gọi báo 11h chuyển, 11h gọi nhân viên báo 12h30 hoặc 1h chuyển, 1h gọi báo người khác sẽ chuyển, nhìn trạng thái thành chuyển trước 21h, làm ăn kiểu gì đây ạ? chưa nhận hàng nên chưa nhận xét chất lượng nhưng ở nhà đợi nhận hàng mất công mất việc thế này...thực sự rất rất ko hài lòng",,,0,
5420,"Sách rất hay, đọc rất tĩnh tâm, cho nên quyết địch mua làm quà tặng. Nhưng tiki lại giao chậm ngày, một đơn hàng quà tặng đáng lẽ không nên có chậm trễ, mình rất thất vọng vì điều này.",1,,0,
5486,Giao hàng quá chậm và ko cập nhật được chính xác tình trạng giao hàng,,,0,
5501,shipper thái độ ko đc tốt lắm,,,0,
5548,"Điện thoại đẹp, nguyên seal chinsh hãng, đóng gói kỹ càng. Trừ 2 sao vì lần này tiki giao hàng không đúng ngày dự kiến. Làm mình đặt địa chỉ giao về nhà vào cuối tuần, nhưng dời ngày giao sang trong tuần, đổi địa chỉ nhận hàng k được. Trầy trật lắm mới nhận đc đơn",1,,0,1
5605,Giao hàng kém nói chuyện mất lịch sự. Chờ xíu mà làm như đi ăn cướp vậy.,,,0,
5607,"Shipper giao hàng gọi điện thoại nói chuyện quạo quọ, mạng yếu nghe không rõ. Cũng không nói ai từ đâu. _x000D_
Xuống tới nơi lấy hàng mặt quạo tiếp, không nói được 1 câu + cầm điếu thuốc. _x000D_
Mình hỏi có phải giao đơn hàng cho mình không thì giơ đồ lên, đưa xong không nói đc 1 tiếng xã giao mà lo vọt lẹ._x000D_
Tiki có chỗ cho đánh giá shipper không vậy ?",,,0,
5632,Sản phẩm tốt. Nhưng làm ơn đừng để Best giao hàng nữa,1,,0,
5654,đặt lúc sáng tối mới giao chán,,,0,
5691,Sản phẩm gửi bị vỡ . Ko như quảng cáo,,,0,
5756,"Đóng gói tốt mà bị vật nhọn đè, giờ cái bìa tập 2 đằng sau bị df, chủ quan thấy cái hộp nguyên vẹn mà ko quay, do ko có video liền ko đổi trả đc...buồn",,,0,1
5814,"Chất lượng hàng rất tốt nhưng ship hàng quá chậm, đặt hàng từ 10/6 tận 15/6 mới giao hàng. Shop cần chú ý hơn",1,,0,
5832,tam dc nhung giao hang qua ngay,,,0,
5889,"sản phẩm chất lượng, giá tốt, bên giao hàng quá tệ !!!",1,,0,
5899,Chế độ giao hàng và hậu mãi quá phèn chua,,,0,
5902,Đặt shjp hcm. Shjp hải phòng,,,0,
5943,"Ban đầu thấy ngon, chưa sử dụng nên chưa biết thế nào. Giao hàng chậm.",,,0,
6011,"(*) Đánh giá không tính điểm
Sản phẩm đẹp, giao hàng quá chậm so với dự kiến",1,,0,
6089,"thái độ shiper quá tệ, không thể chấp nhận được",,,0,
6091,Rất ghét thái độ của shiper,,,0,
6143,Giao Hàng chậm quá nên cho 3*,,,0,
6152,"Đặt hàng từ 27/12 đợi mãi đến 3/01/2023 mới nhận được. mà trước đấy đã nhắc shop cần lấy máy trước tết DL để đem về quê biếu PH. _x000D_
Chất lượng SP để time trả lời",,,0,
6211,"Giao hàng lâu, báo k giao dù shiper chưa điện",,,0,
6222,"Không bàn về chất lượng sản phẩm vì là hàng chính hãng...nói về cách mà tiki sử dụng dịch vụ giao hàng...
Trước đây các dv còn làm việc khá tốt..dao gần đây tiki lại để hẳn cho thằng giao hàng Best gì đấy ở vĩnh long....
Nếu anh chị nào ở vĩnh long thôi né tiki ra luôn đi cho lành..
DV Best giao hàng mà như ông nội mình...giọng xấc xược..láo toét....thái độ nv thì như thể mình phải hầu hạ chúng nó....
không phải bị 1-2 đơn mà mình phán..mà mình bị đến 4-5 đơn hàng rồi..",,,0,
6273,"Thời gian giao hàng rất lâu. Nếu mình không yêu cầu cskh thì có lẽ đơn này của mình đã bị hủy, trong khi để có được giá sale thì canh rất cực khổ. Nếu bị hủy thì cũng xem như chưa có gì xảy ra hay sao 🙂",,,0,
6277,"shipper giao hàng chưa lịch sự, không tốt như quảng cáo",,,0,
6360,"Vận chuyển rất chậm cho gói giao tiêu chuẩn, cụ thể hoãn đổi lịch vận chuyển 2 lần, chậm 2-3 ngày so với dự kiến ban đầu.
Sản phẩm dễ dùng, chất lượng tốt",,,0,
6372,Giao hàng quá trễ !!!!!!!,,,0,
6404,không giao hàng mà có đánh gia,,,0,
6418,"Tiki có nhắn tin thông báo về việc giao hàng trước 0.5h. Tuy nhiên k phải lúc nào người ta cũng chú ý đến tin nhắn trên điện thoại.
Nhân viên giao hàng toàn đến lúc 5gio chiều. Đây là thời gian đưa đón con đi học, đi chợ, rất bận rộn mà nvgh toàn là đến nơi mới gọi nên gây ra phiền hà trong việc sắp xếp để nhận hàng. Yêu cầu chờ để nhận sau 5g thì NVGH nói là hết giờ làm việc và không phục vụ nữa.
Tôi cảm thấy rất bực mình về việc giao hàng này.
Nếu cứ giao hàng như vậy tôi không order Tiki nữa và cũng sẽ nói với người khác về sự bất tiện này.
Trân trọng",,,0,
6459,"(*) Đánh giá không tính điểm
Mía hàng chưa được nhận mà cập nhật giao thành công mấy chú tính bùa e cái đt ak , mua hàng tiki hàng chục triệu rồi chưa bao h khó chịu như lần này ghi ngày 13 giao mà chờ mấy ngày k thấy giao h thì giao thành công mà chưa được nhận , bao h e nhận đc vô cập nhật cho a e hay",,,0,
6476,"Thái độ nhân viên giao hàng cáu gắt. Mình có miss đt khoảng 5p gọi lại. Thì bị a giao hàng tl cáu gắt. Mình cũng thông cảm khi a giao hàng giữa trời nắng. Vấn đề chính khi mình nhận hàng mình hỏi có ck đc ko tại mình ko đủ tiền mặt. Thì thái độ đó gắt gỏng hơn và hỏi mình “Rồi lỡ thẻ bị nuốt rồi rút tiền làm sao?” _x000D_
 Từ đầu đến cuối thì mình đánh giá tác phong làm việc của shipper này TỆ. Là một ng làm trong nghành dịch vụ mà thái độ vs kh như vậy thì mình ko đồng ý. _x000D_
_x000D_
Sản phầm thì tốt, đóng gói cẩn thận, sách nguyên vẹn.",,,0,
6490,Giao hàng siêu siêu chậm. Chưa thấy Shop nào giao hàng chậm như Shop này.,,,0,
6610,Hàng của shop OK nhưng lại giao hàng chậm hơn dự kiến,1,,0,
6653,"Sản phẩm chất lượng tốt . Đã từng mua hàng trên tiki, chất lượng tốt, giao hành nhanh, nhưng riêng sản phẩm này, tôi đặt hàng từ ngày 22/02 nhưng đến ngày 07/03 mới có hàng. 2 tuần cho 1 sản phẩm vận chuyển trong nước là quá chậm. Rất không hài lòng",,,0,
6681,"đặt hàng từ 22 tháng 5 giờ vẫn chưa nhận được, bữa anh giao hàng gọi mình ko cầm điện thoại, sau đó mình gọi lại thì bạn ý bảo xe bị hư nên để thứ sáu ngày 1/6 giao làm cả ngày mình cầm điện thoại chờ lấy mà ko thấy gọi, chán ghê, làm mình lỡ tặng quà thiếu nhi cho con. đến giờ này vẫn chưa thấy đâu, hôm qua mình có gọi vào số anh giao hàng thì anh ý lại bảo chuyển cho người khác giao, ôi ko biết khi nào mới có. chán cho tiki",,,0,
6745,Mình vẫn chưa nhận được hàng mà đã báo giao hàng thành công. Shiper gọi giao lúc 13h20 nhưng mãi đến chiều vẫn không có ai nhưng lại báo trên app giao thành công lúc 13h50? Tiki nên thêm phần xác nhận đã nhận được sản phẩm nữa thì hơn,,,0,
6759,Giao hàng hơi lâu hơn dự kiến,,,0,
6773,"Giao hàng quá lâu, hộp nhận méo mó và không có một lời giải thích đàng hoàng nào từ nay mình sẽ k mua hàng tiki nữa, đã từng rất tin tưởng thế mà thất vọng quá .",,,0,
6821,"Hàng đặt gần 1 tháng mới giao, giao hàng còn bắt chạy ra đường lấy chứ không giao vô nhà. Cạch tiki ra nha :)",,,0,
6845,"nghe mùi còn mới, có tem bảo hành, nhưng hộp hơi móp méo không biết có phải do vận chuyển không, nhìn khay hơi méo không bít có sử dụng đc không",1,,0,
6906,đặt lúc sáng tối mới giao chán,,,0,
6923,"Sách giao quá lâu, mình đặt tuần rồi thì 1 tuần sau mới nhận được sách. 1 cuốn ok còn cuốn còn lại có vẻ sách cũ, dính dơ trên bìa sách. Thất vọng về cách gói hàng và vận chuyển của Fahasa",,,0,
6927,"SÁCH OK 5 SAO
SHIPPER 1 SAO
Mình mong shipper đọc được những dòng này. Shipper gọi mình lúc sáng 7-8h, nhà mình buôn bán buổi sáng rất bận không thể nào nhận hàng được nên mình hẹn trưa 11h giao và shipper có tỏ vẻ khó chịu, à ừm và đồng ý. Đến trưa 1h chưa thấy giao mình gọi lại thì kêu đợi đó đi lát giao gọi lại cho mình? Cũng không nói thời gian bao lâu, bắt mình chờ :((( và tầm hơn 1 tiếng shipper đến giao và mình cũng ok vui vẻ nhận hàng. Nhưng kiểu thái độ rất bực mình kìa :((( mình mua hàng mà chứ đâu có xin gì của anh đâu sao anh khó chịu dữ v? Em muốn nhắn gửi tới anh shipper là có làm ăn buôn bán gì thì đừng cau mày khó chịu như vậy, và không phải ai cũng rảnh bất kì thời gian nào để chờ đợi hàng của anh. Nếu mà biết thông cảm cho nhau thì em đã không viết những dòng này! Chào anh hẹn không bao giờ gặp lại.",1,,0,
6975,Hàng giao trễ hơn thông báo cả tuần lễ. Tiki nên xem lại về nhà vận chuyển Best.,,,0,
6998,"(*) Đánh giá không tính điểm
Không nhận được sách cũng cho đánh giá thì cho 1 sao thôi nhé",,,0,
7000,Sản phẩm ok. Tuy nhiên anh giao hàng sau khi kêu chị ơi xong là ảnh quăng kiện hàng cái vèo lên hàng rào để vào sân nhà mình mà ko đợi mình ra nhận dù kiện có ghi chú ý dễ vỡ .,,,0,
7003,"Sách ổn nha, không bị móp méo có điều thùng đóng gói tan nát quá , thời gian vận chuyển lâu hơn dự kiến nữa nên trừ 2 sao cho shop 3 sao nhé",1,,0,
7010,Mới đặt mua 3 cuốn thì có 2 cuốn giảm giá. Đọc trên gmail thì thấy cho kiểm tra hàng mà khi nhận hàng thì shipper một hai từ chối không cho xem hàng. May mà sản phẩm cũng tương đối tốt nếu không thì từ giã tiki luôn mặc dù mua hàng trên tiki rất nhiều rồi.,,,0,
7080,ship đèn méo lun ròi :(((,,,0,
7112,Người mua chưa hề nhận được sách,,,0,
7125,"Giao hàng mà không nhận được, coi như bị mất hàng mà hỏi đánh giá kiểu gì?",,,0,
7152,"Sản phẩm thì tốt, nhưng giao hàng chậm hơn so với lịch, nên cần khắc phục lại",,,0,
7153,Bình lọc bị nứt + vỡ bên trong hộp.,,,0,
7157,giao hàng bị bể trên đầu và đít,,,0,
7166,"shipper cao su giờ, thái độ với người mua hàng",,,0,
7221,Mình đặt giao hàng hoả tốc trong 2h và đã thanh toán trước tiền hàng. Chờ gần 4h vẫn k có ai giao hàng. Rồi shipper chưa giao hàng cũng chưa từng liên lạc với mình nhưng hệ thống lại báo là hàng đã giao? Không hiểu cách vận hành hệ thống và liên lạc của bên vận chuyển và app như thế nào luôn?,,,0,
7341,"Shipper quá tệ, chưa đến nhưng đã gọi điện trước, bắt khách phải đợi dài cổ. Không nhận thanh toán qua tài khoản. Bỏ đi khi khách vào lấy tiền mặt mặc dù chỉ  hơn 1 phút mà cũng ko thèm báo khách.",,,0,
7342,"Đang cần dùng gấp, đặt tiki now. tới giờ lên kiểm tra báo đã nhận hàng. Mà hàng thì ko thấy đâu. liên hệ thì bảo chờ 4-8 tiếng. xin thông tin người giao thì tiki ko cho.",,,0,
7357,"Hàng của tiki trading mà vẫn không thể nào yên tâm tin tưởng được hay sao mọi người ơi??_x000D_
Mình nhận được hàng thì hàng đã bị vỡ như thế này, tìm mãi thì vẫn không thấy mảnh vỡ ở đâu cả, chứng tỏ là hàng đã bị vỡ trước khi giao cho khách. _x000D_
Vừa mới đăng ký thành viên vàng được mấy hôm, thất vọng tràn trề 🤣🤣",,,0,
7374,"Giao hàng quá lâu, đặt hơn cả thánh mà giờ mới giao, chẳng lẽ ko nhận hàng luôn",,,0,
7389,Tài xế giao hàng mất dạy.,,,0,
7395,Hàng đẹp nhưng TIKI NOW giao trể 1 ngày. Mất thời gian sắp xếp ngồi chờ cuối cùng qua tới gần 11h trưa hôm sau mới nhận được hàng.,,,0,
7442,Giao chậm Giao chậm Giao chậm Giao chậm,,,0,
7459,Giá sp có 36k mà phí giao 22k. Cho 3* thôi,,,0,
7493,"Fahasa đóng gói sách khá kỹ và gọn. Tuy nhiên Fahasa chưa phải là đơn vị bán sách online cạnh nhất, tôi mua sách online của fahasa 4 năm rồi.
Giá sách cao hơn những nhà bán khác (tôi order và click thanh toán xong thì thấy Tiki Trading giảm 50% trên giá bìa và hơn nữa sách của First New được giảm thêm 20% nữa cho đơn hàng 150K trở lên sale trong ngày, với đơn hàng này bên Tiki Trading chỉ có giá 174K còn fahasa thì 2***₫)
Hơn nữa nếu Tiki Trading giao đơn hàng này là giao nhanh trong ngày vì ưu đãi của Tiki . Còn bên fahasa tôi đặt hàng lúc 1h khuya 8/7 thông báo chi tiết trong đơn hàng là giao hàng ngày 10/7 vậy mà ngày 10/7 mới đóng gói hàng và giao hàng trễ 2 ngày 12/7. Suốt 4 năm nay tôi cứ được trải nghiệm giao hàng chậm và trễ của fahasa cũng như quy trình thông báo giao hàng ko hợp lý. Có lần tôi còn gặp sách bị lỗi in ấn (email phản hồi tôi còn lưu lại), tất cả mail làm việc với fahasa khi có vấn đề tôi còn lưu lại hết.
Các bạn hãy cân nhắc nhé!
Cuối cùng tôi nói lời cảm ơn fahasa đã là cầu nối cung cấp sách cho tôi để tôi có thêm thông tin và thêm hiểu biết trong 4 năm qua. I THANK YOU.",,,0,
8513,giao hàng lâu ! thái độ shipper không tốt,,,0,
8544,"Mua hàng ở tiki thỳ yên tâm rồi,chất lượng sản phẩm tốt,nhưng lần này giao hàng quá lâu,nhân viên giao hàng ko được tốt,(ninjavan)",1,,0,
8568,Quá thất vọng Tiki về khâu giao hàng. Thực sự mình đã rất hâo hức khi mua cuốn này tới giờ cầm nó trên tay thì mép của sách cong hết và dính nhiều bụi. Nhiều lần mình đặt đã bị vậy và cũng đã đánh giá lại nhưng vẫn không thay đổi. Mình thực sự thất vọng 😔,,,0,
8606,"giao quá chậm 26 ngày mới tới , đã mua mới rồi nhưng vì dịch nên thông cảm shop và thương shiper nên nhận nữa",,,0,
8650,"(*) Đánh giá không tính điểm
Hàng đã giao thành công. Vì là mình đặt hàng tặng, nên đã thanh toán trước. Tuy nhiên shipper khi giao hàng lại lấy thêm tiền ship, thật không thể chấp nhận được.",,,0,
8670,"Sách đẹp nhưng điều mình thấy thất vọng về Tiki là vận chuyển shipper thái độ đã không giao hàng đến tận nơi bảo mình chạy xe ra lấy, không ra thì đòi tự ý hủy đơn hàng, mình chuyển khoản trước để nhận lại như vậy à. Shipper đã làm nghề dịch vụ thì ít nhất cũng phải niềm nở tôn trọng khách hàng. Đằng này còn tự ý đòi hủy đơn, nếu không thanh toán trước thì mình cũng hủy đơn rồi. Thật sự rất thật vọng về Tiki",1,,0,
8719,"Giao hàng rất chậm , lâu kinh khủng",,,0,
8731,Giao sai địa chỉ rồi thảo nào đợi hoài tôi ko nhận,,,0,
8732,giao hàng quá trễ. còn lại không phàn nàn,1,1,0,1
8747,"Chất lượng sách tốt, bìa hơi gãy nhưng tổng thể là không sao. Nhưng mình đánh giá 2 sao do thái độ của shipper cực kì tệ.",1,,0,
8765,Giao hàng ko hẹn trước làm đến nhà gọi hơn 10 cuộc gọi quá phiền. Đề nghị tiki làm việc lại bên giao hàng,,,0,
8779,Trạm trể giao hàng trên 30 ngày kể từ hạng chót giao,,,0,
8784,Vận chuyển về đến nơi! Bể nát cái đèn rồi shop ơi,,,0,
8799,"Giao sách xong hết muốn đọc, gần 2 tháng mới giao tới, ship gọi nói chiều giao nhé ok mình hỏi a có tk ngân hàng hay momo k vì mùa dịch e không muốn tiếp xúc và cần tiền mặt còn ít rồi khi giao tới a đọc số tk e ck quan shiper nói câu có 140k mà cũng ck lẹ đi để tôi đi xin lỗi chứ thấy chuyển mưa nên tôi nhịn cho qua chuyện k là tôi trả sách luôn, rồi đem vô tôi để đó luôn kiểm tra coi có rách k và k thèm đọc tiếp",,,0,
8817,"Tình trạng giao hàng cực tệ, bị rách bao bì bên trong nghiêm trọng",,,0,
8828,"Tiki tính tiền gửi 2 ngày. Tôi chấp nhận. Nhưng Tiki giao KHÔNG đúng giao hẹn và chỉ nói xin lỗi trể 1-3 ngày. _x000D_
Đúng nghĩa ""Uy tín - An tâm"". _x000D_
Chẳng lẽ nghiã Tiếng Việt bị đổi ah!?",,,0,
8839,"Dạo gần đây mình thấy tiki giao sách ko được sạch như ban đầu, sách lem nhem và rất bụi. Hy vọng các bạn sẽ cải thiện khâu bảo quản sách vì đối với những người yêu thích đọc sách thì việc khi nhận 1 cuốn sách mới mà nhem nhuốc thế này thật sự rất khó chịu.",,,0,
8840,Sản phẩm ok. Nhưng Vận chuyển rất chậm. Mất tới hơn 1 tuần lễ. Lần đầu tiên t đặt ở tiki mà nhận đc hàng muộn như vậy. Tiki nên khắc phục sớm.,1,,0,
