id,title,content,rating
,Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận, bản VN/A",5
,Cực kì hài lòng,Tiki trading bán hàng thì ổn rồi. Đt tốt xài ngon. Có điều ko mua được giá rê. Mua tận 19tr. Giờ còn có 16tr thôi. Ip12 giá ngon đáng tiền hơn ip13,5
,Hài lòng,đa nhận. dang su dung,4
,Cực kì hài lòng,"Giao hàng nhanh lắm, nhận ngay sau khi bấm đặt luôn. Hàng VN/a, nguyên seal chưa kích hoạt. Gia re hon nhieu nơi khac. Moi xai dc 1 ngay nen ko biet chat luong lau dai ra sao. Nói chung hiện tại là hài lòng. Mọi người nên mua. Mã Vn/a bảo hành ở vn thì yên tâm rồi.",5
,Hài lòng,Chuyển mạng từ 5G sang 4G (và ngược lại) là bị mất kết nối mạng. Đi làm khu vực Q1 về đến nhà mới phát hiện chuyển mạng nên tin nhắn không gửi và nhận được. Các tính năng OK.,4
,Cực kì hài lòng,"Giao hàng cực nhanh, điện thoại chính hãng vna giá tốt, tuy nhiên khâu đóng gói ko có túi chống sốc, hi vọng bên vận chuyển cải thiện nhé!!!",5
,Cực kì hài lòng,"Hàng nguyên seal, giao nhanh. Máy nhìn rất đẹp.",5
,Cực kì hài lòng,"Hàng chính hãng, kích hoạt bảo hành đúng. Giá rẻ và tiki giao hàng nhanh nữa.
Nên mua nha mn",5
,Hài lòng,Đã nhận hàng,4
,Cực kì hài lòng,"Hàng mới đẹp. Góp ý là đóng gói hơi ọp ẹp nên hộp ngoài méo tùm lum, may khui hàng thấy còn nguyên.",5
,Cực kì hài lòng,"Hàng giao cực nhanh, thích mua Tiki Trading chỗ đó, tối đặt chìu giao xong. Hàng chính hãng VNA giá ko chỗ nào rẻ hơn được, còn đc kmai cục sạc anker thì còn ji bằng.",5
,Cực kì hài lòng,Giao hàng siêu tốc. Đặt tặng vợ 20/10 buổi sáng trưa đã có. Màu xanh mint này đẹp bất ngờ. Máy mỏng nhẹ mát tay.,5
,Cực kì hài lòng,"Giá rẻ so với mặt bằng chung, hoá đơn đầy đủ, máy VNA nguyên seal chưa active",5
,Cực kì hài lòng,"Dịch vụ CSKH của Tiki rất tốt. Mình đặt phải một SP lỗi, sau đó Tiki đã ngay lập tức xử lí giúp mình và có chính sách đổi trả hợp lí!",5
,Cực kì hài lòng,,5
,Hài lòng,"hàng đẹp, chính hãng, giao nhanh, đóng gói kỹ lưỡng, mong tiki hợp tác nhiều ngân hàng với chế độ chính sách tốt hơn nữa là rất tuyệt.",4
,Hài lòng,"Máy kết nối wifi không được tốt, những người ngồi xung quanh wifi chạy phà phà mà máy này ngồi chờ rất lâu, xài nhiều đời iphone rồi nhưng thấy máy này bắt wifi rất kém",4
,Trên cả tuyệt vời,"Giao hàng nhanh như 1 cơn gió. đã mua điện thoại lần 2 từ Tiki trading và ko hề thất vọng chút nào. Máy nguyên seal mã VNA. màu trắng quá đẹp. Thấy giá đăng 25 chai cho bản 128 nhưng khi vào lại có 23,4 chai còn được tặng củ sạc anker. Nói chung hàng quá chất.",5
,Cực kì hài lòng,"Máy nguyên seal VN/A, tiki giao hàng rất nhanh",5
,Cực kì hài lòng,"Gần 2 tháng sau đặt hàng mình đã nhận đc, full box và seal . Dùng Ok rất tốt. Đóng gói cũng đơn giản, nhưng máy vẫn ko sao",5
,Cực kì hài lòng,"Hàng nhập khẩu chính hãng, đẹp, cảm ứng mướt. Giao hàng siêu nhanh",5
,Hài lòng,"Máy dùng tốt.pin lâu dùng đc mấy hôm thấy ok.máy đã đc nhà bán kích hoạt bảo hành trc khi giao cho khách.
chỉ có thắc mắc là cảm thấy sóng với mạng 3G yếu hơn so cũ  máy ip cũ",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Mua được hai ngày rồi, lần đầu xài iPhone đã thật loa to, mượt chơi game quá đã, xem phim các thứ tuyệt vời. Rất đáng mua, sắp đầy bộ nhớ rồi, chụp ảnh đêm hơi mờ mờ sao ý",5
,Bình thường,Cho Mình mới mua về cài đặt phần mềm bị lỗi không lên màn hình phải làm sau có shop tư vấn giúp ạ mình mua iphone 12 128gb,3
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"giao đúng thời gian, chính hãng, oke",5
,Cực kì hài lòng,"Sản phẩm đẹp, đóng gói cẩn thận, sẩn phẩm apple mình toàn mua tiki vì luôn đảm bảo chất lượng",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sản phẩm tốt tuy nhiên đã mua gần 2 tháng nhưng mình vẫn chưa nhận được phiếu bảo hành của tiki,5
,Cực kì hài lòng,mình mua tặng con trai. chưa xử dụng nhưng chêch hàng chính hãng. giao hàng nhanh. sản phẩm đẹp. nên mua,5
,Cực kì hài lòng,"Giao hàng nhanh,điện thoại màu xanh lá rất đẹp,mình mua trả góp bằng thẻ tín dụng giá rẻ nữa.cảm ơn tiki rất nhiều",5
,Cực kì hài lòng,"Rất là chim ưng, hàng giao nhanh đúng như mong đợi của mình.",5
,Cực kì hài lòng,"Đặt hàng từ 11h tối và nhận đc hàng lúc 9h sáng, giao hàng nhanh máy nguyên seal, chất lượng tốt, recommend cho mn",5
,Hài lòng,Iphone 12 mình mới nhận được hôm nay. Mà Tiki giao hàng lâu quá mình cũng thông cảm tại dịch mà lúc đó mình đặt giao hàng 2h mà hơn nửa tháng mới nhan duoc,4
,Cực kì hài lòng,"❤️ CHÂN THÀNH CẢM ƠN ❤️ 🌐 BDS #HUNGVILAND ☎ *** 🇻🇳 VP: 75 đường 14, Phước Bình, Q9, HCMC 💯",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng nguyên seal, đóng gói cẩn thận, đang sử dụng thử để xem có vấn đề gì không thì mới phản hồi tiếp",5
,Cực kì hài lòng,Đặt TikiNow nên giao hàng siêu nhanh. Đang cần mà đặt xong sau 1 tiếng đã nhận được rồi. Packing không lỗi hộp mới ko trầy xước,5
,Cực kì hài lòng,Okie chất lượng tốt. Nguyên sale mới duyệt ngày kích hoạt ngày hqua luôn,5
,Cực kì hài lòng,"sản phẩm giao hàng nhanh,  đóng gói cẩn thận,  sản phẩm của tikitrading là yên tâm rồi",5
,Cực kì hài lòng,"Chọn giao Tikinow, Giao hàng đúng giờ, hàng chuẩn! Nhưng mà phải gọi lên Apple để kích hoạt bảo hành, gọi lên Apple thì do ngày thứ 7 ko làm việc nên chưa kích hoạt dc!",5
,Cực kì hài lòng,"giao hàng rất nhanh, ngoài mong đợi của mình. sản phẩm bao đẹp",5
,Cực kì hài lòng,"tiki giao siêu nhanh, hàng chuẩn chính hãng, chất lượng tuyệt vời, sẽ ủng hộ thêm nữa",5
,Cực kì hài lòng,"máy đẹp xuất sắc, mua onl mỗi tội tiki hôk bán kèm cường lực và ốp hjhj =))))) máy đẹp lứm nên mua nka 🥺😻😽",5
,Cực kì hài lòng,"Sản phẩm đẹp chính hãng, tikinow giao nhanh 2h quá ok!",5
,Cực kì hài lòng,"Hình ảnh đẹp sắc nét, màu đỏ đẹp. Giá khá okkk nên mua",5
,Cực kì hài lòng,"Rất OK, tin tưởng Tiki",5
,Cực kì hài lòng,,5
,Bình thường,"Hàng chính hãng, máy chạy ổn, pin sụt nghe nhạc 45p sụt 9% không biết có ổn k, nguyên seal nhưng vỏ ngoài giống như bị bóc tem rồi",3
,Cực kì hài lòng,"Điện thoại giao nhanh
Đẹp
Chưa sử dụng nên chưa biết xài tốt không
Nhìn chung ổn
Cho shop 5 sao",5
,Cực kì hài lòng,"Khá ưng ý khi săn được sale đợt 12/12, bõ công canh 0h00.
Hàng Tiki Trading thì khỏi lo rồi, kích hoạt lên đủ 12 tháng.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng giao nhanh, fullbox giá tốt so với thị trường. Máy chạy vài ngày thấy mọi thứ đều ok. Hàng chính hãng nên rất an tâm",5
,Cực kì hài lòng,"Sản phẩm đóng gói cẩn thận. Màu xanh dương nhìn cực kì đẹp mọi người. E sử dụng Tini Now giao hàng trong 2h-3h , thì hoàn toàn đúng giờ. Nói chung Em rất hài lòng.
Nếu may mắn săn được giảm giá từ thẻ Visa nữa thì quá tuyệt.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đúng là chiếc đt thứ 2 từ Tiki, thật sự nhanh trong một nốt nhạc có đt trong tay! Đt hàng chuẩn mượt . Chụp ảnh đẹp",5
,Cực kì hài lòng,,5
,Hài lòng,"Giao hàng đúng hẹn;
Máy nguyên seal chưa active;
Giá vẫn cao so với một vài siêu thị khác.",4
,Cực kì hài lòng,Hàng ok,5
,Cực kì hài lòng,"Giao hàng nhanh, máy như quảng cáo",5
,Cực kì hài lòng,"Moi nhan hag sag nay, toi Giờ thay dung tot sau khi transfer moi Thư TƯ dt cu",5
,Cực kì hài lòng,"Hàng chính hãng, nhanh gọn dịch vụ rất ư là oki",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Điện thoại xài rất tốt. Còn nguyên bao có tem. Giao hàng kỹ lưỡng và cẩn thận,5
,Cực kì hài lòng,"Giao hàng siêu nhanh, tuy bọc k cẩn thận lắm nhưng hộp sản phẩm kỹ càng. Máy mới tinh và kích hoạt dùng mượt mà. Hài lòng và rất đáng tin cậy!",5
,Cực kì hài lòng,"Giao hành nhanh, sản phẩm VN/A, giá hợp lý, sẽ ủng hộ nhiều lần",5
,Cực kì hài lòng,"Mình dùng 2 tuần rồi rất ổn. Mình tra số imei thấy được bảo hành chính hãng. Màu xanh không đậm như hình mà nhạt hơn. Nhìn chung là rất hài lòng. À giao hàng cực nhanh trong ngày, đóng gói cẩn thận.",5
,Cực kì hài lòng,Sản phẩm đẹp sang xịn lắm màu tím rất đẹp nhưng con gái dùng thì hợp hơn con trai vì hơi nhỏ một chút,5
,Cực kì hài lòng,,5
,Rất không hài lòng,"Điện thoại nhận được không có t chính hãng fpt, viền điện thoại hở, không đều giữa 4 cạnh. Mình đã gọi lên tổng đài để yêu cầu đổi trả hàng nhưng mãi vẫn chưa thấy tiki có động tĩnh xử lý gì cả?",1
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Iphone thì miễn bàn về chất lượng. Máy xài cực kỳ cực kỳ đã. Không hề nóng máy dù mình dùng liên tục. Trung bình mình dùng 18 tiếng xạc 1 lần. Màu sắc tươi sáng, sang chảnh",5
,Cực kì hài lòng,"Hàng VNa nhé mn, hàng của tiki trading chưa bao giờ làm m thất vọng!",5
,Cực kì hài lòng,mua sớm hơn ngày 12/12 nên bị tốn thêm 500k. nhũng dẫu sao tiki vẫn rẻ hơn các shop khác.hàng chính hãng. hoá đơn đầy đủ. giao hàng nhanh,5
,Hài lòng,"Tiki giao hàng nhanh, sản phẩm nguyên seal chất lượng. 😊",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm chuẩn hình quảng cáo. Giao hàng nhanh, đóng gói cẩn thận không móp méo. Xứng đáng 5*",5
,Cực kì hài lòng,Tiki tiếp tục không làm mình thất vọng hihi. Mong chờ  1 tháng nay nay cũng cầm trên tay chiếc iphone 12 128gb chỉ trong chưa đầy 2 tiếng đặt hàng.,5
,Cực kì hài lòng,"Không có điều gì để phàn nàn về sản phẩm này:
- Apple luôn cho đồ chất lượng.
- iOS mượt mà.
- Màn hình đẹp và camera tốt.
- Năm nay không có củ sạc nên shop khuyến mãi thêm củ sạc Anker nhỏ gọn đi kèm",5
,Hài lòng,nhanh ok,4
,Cực kì hài lòng,"Hàng chính hãng, chưa active, giao đúng màu và dung lượng, đóng gói cẩn thận, giao nhanh.",5
,Cực kì hài lòng,"Nguyên seal và giao nhanh lắm.
Mình làm chuyển đổi data và đang cầm trên tay đt mới ko khác gì đt cũ 🤣 ( về mặt dữ liệu)",5
,Rất không hài lòng,Khởi đông không lên nguôn,1
,Cực kì hài lòng,"Máy xịn, giá tốt, đúng chuẩn VNA. Đó giờ luôn tin tưởng mua đồ điện tử giá trị cao ở Tiki. Mỗi tội lần này giao hơi chậm xíu.",5
,Cực kì hài lòng,sản phẩm ok đã dùng được 2 tuần thấy hài lòng,5
,Cực kì hài lòng,Tiki giao hàng nhanh . Sản phẩm nguyen siu . Sẽ ủng hộ trong thời gian tới,5
,Cực kì hài lòng,Ok,5
,Cực kì hài lòng,"giao cực nhanh, hàng giá tốt, nguyên seal,nhân viên giao hàng nhiệt tình chuyên nghiệp",5
,Cực kì hài lòng,"mới đập hộp nên chưa biết thế nào.
giao đúng máy đúng hàng
cám ơn Tiki",5
,Rất không hài lòng,"Tiki làm mình buồn quá, nhìn hộp hàng rất tệ",1
,Cực kì hài lòng,"Máy mới, tự khởi động. Check ma được.  Có thể cân nhắc để mua",5
,Cực kì hài lòng,"Giao hàng siêu tốc luôn 
Hàng Tiki quá oke",5
,Rất không hài lòng,Đã nhận được hàng nhưng lại không thấy Astra chuyển về tài khoản ???,1
,Rất không hài lòng,"Điện thoại đã mua khá lâu, hôm nay mới bắt đầu kích hoạt nhưng bị yêu cầu nhập passcode ??? Không thể log in vào máy?",1
,Cực kì hài lòng,"Hàng chính hãng nguyên seal,rất ổn.Giao hàng 2h siêu nhanh",5
,Cực kì hài lòng,"Giao hàng nhanh, Sản phẩm chất lượng",5
,Cực kì hài lòng,"M mua 2 cái trên này từ Tiki Trading. Rất ok, hậu mãi tốt. Yên tâm để mua",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm chính hãng VNA giá tốt, mình dùng thẻ Sacombank Tiki được giảm mạnh và hoàn tiền nữa. Mà đóng gói hơi chán thiệt, không bọc khí chỉ có chèn giấy carton thôi.",5
,Cực kì hài lòng,"Minh mới mua dc 1 tháng,đã dùng nhung chưa thấy có vấn đề gì.sp đóng gói kỹ giao nhanh ,mình rất hài lòng.",5
,Cực kì hài lòng,"ok, hộp bị móp xíu góc, giao hàng nhanh, giá hợp lý",5
,Cực kì hài lòng,"Giao nhanh, hàng full seal nè",5
,Cực kì hài lòng,"Sản phẩm chính hãng. Tiki giao hàng nhanh, mua ở tiki giá rẻ hơn so với ở ngoài.",5
,Cực kì hài lòng,Đang dùng và cảm thấy rất tuyệt vời!,5
,Cực kì hài lòng,Hàng chính hãng Vn/a hiện tại dùng vẫn ok,5
,Cực kì hài lòng,nguyên seal,5
,Hài lòng,"Giao hàng nhanh, chất lượng sản phẩm tốt",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm tiki giao hàng nhanh, chất lượng tốt, hàng fpt, giá rẻ, hỗ trợ rất nhiệt tính",5
,Cực kì hài lòng,"máy chạy êm, giao hàng nhanh,nhưng lần đầu dùng ip ko biết cần có bộ sạc phải mua thêm",5
,Cực kì hài lòng,Lúc đầu có sự cố sau khi liên lạc với kỹ thuật thì dùng được muốn đổi máy mà không được đổi nói chung không hài lòng lắm,3
,Cực kì hài lòng,"Máy đẹp, giao hàng nhanh, hàng chính hãng!",5
,Cực kì hài lòng,Giao hàng nhanh. đóng gói kĩ. hàng mới full box. đúng mã vn,5
,Cực kì hài lòng,"Điện thoại cài đặt âm lượng rất nhỏ, vui lòng liên hệ lại để hỗ trợ",5
,Cực kì hài lòng,"Chính hãng, new seal",5
,Cực kì hài lòng,"Máy cháy ngon, anh ship siêu nhiệt tình",5
,Cực kì hài lòng,Sản phẩm tốt hàng chính hãng vn/a có điều dịch nên giao hơi lâu,5
,Cực kì hài lòng,"Giao hàng nhanh, hàng chính hãng nguyên siêu. Chỉ Là không hiểu tại sao lúc kiểm tra chưa kích hoạt thì đúng ngày nhưng khi kích hoạt lên thì gửi ra là 4/12/2020",5
,Cực kì hài lòng,"Giao nhanh, hàng chất lượng.",5
,Cực kì hài lòng,"Hàng chính hãng, giao hàng nhanh",5
,Cực kì hài lòng,Mới mở hàng đẹp. Chuyển dữ liệu cũ sang mới Ok.,5
,Hài lòng,"Iphone 12 cầm vừa tay, không quá nặng không quá nhẹ
chắc sẽ hạ giá trong tuơng lai gần, 
dùng sim mobi vật lý hơi bị nóng, 
khi sạc pin thì hơi bị nóng nếu không chuyển sang chế độ máy bay",4
,Cực kì hài lòng,"Nguyen seal.
Kich hoat dung ngay",5
,Cực kì hài lòng,,5
,Hài lòng,"Máy oke, nhưng xử lý giao hàng cồng kềnh, mất vài ngày mới nhận hàng, đến giờ vẫn chưa nhận được củ sạc. Đang lý cho 5 sao nhưng mà bực vì khâu giao hàng quá. Lộn cả ruột.",4
,Bình thường,"Khi đặt hàng xong, ko thấy ai lien lạc xác nhận, nhưng vẫn giao hàng",3
,Cực kì hài lòng,"Hàng đúng, có điều để kho hơi lâu",5
,Cực kì hài lòng,cho hỏi có vấn đề gì bảo hành sao ạ,5
,Cực kì hài lòng,"Giao hành chậm hơn dự kiến , sp ok",5
,Cực kì hài lòng,"Đóng gói chắc chắn, giao nhanh",5
,Cực kì hài lòng,"Ổn, giao nhanh, mua của Tiki Trading nên mình luôn yên tâm. Nhận xét này gõ bằng iPhone mới nên ko có hình chụp :D",5
,Cực kì hài lòng,Sp nhận dung mô tả,5
,Cực kì hài lòng,"Hết gần 1 tuần mới tới tay, chậm so với kỳ vọng. Hàng nguyên seal chưa active",5
,Cực kì hài lòng,,5
,Hài lòng,"Sản phẩm chính hãng, hàng chuẩn .Vần đề giao hàng hơi lâu và đặc biệt đã hết ct tặng sạc hay sao mà không có cục sạc.",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hàng tốt. Đã sử dụng và thấy ok,5
,Hài lòng,"giao hàng hơi chậm, cập nhật tiến độ giao hàng chưa chính xác làm người mua ko hài lòng. Góp ý Tiki: nên cam kết đúng như thông tin cập nhật trên web để KH ko bị động chờ đợi.",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy đẹp giao hàng nhanh , trên cả mong đợi",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đồ công nghệ mua trên tiki chưa khi nào làm mình thất vọng, hi vọng những lần mua tiếp cũng vẫn sẽ như vậy ^^",5
,Hài lòng,"tiki chưa xuất hóa đơn cho mình
thông tin :
DNTN TM Hồng Hải
địa chỉ : tổ Lợi Thọ, P.Cam Lợi , TP.Cam Ranh ,Khánh Hòa
MST : 4200713372",4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, sp như mô tả",5
,Cực kì hài lòng,"Giao hàng nhanh, sp như mô tả",5
,Cực kì hài lòng,"Giao hàng rất nhanh. Đóng gói hàng hoá cẩn thận, an toàn. Sản phẩm sử dụng không chút lỗi lầm",5
,Cực kì hài lòng,"Hàng zin 100% nguyên siu..sử dụng đơn giản và chất lượng.
Cảm ơn Tiki",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao hàng nhanh, bọc hàng tốt",5
,Cực kì hài lòng,"Giao nhanh, hàng ổn",5
,Cực kì hài lòng,"Sản phẩm giao nhanh, đóng gói kỹ, xài tốt, chất lượng hàng hoá Tiki trading khiến ng mua an tâm",5
,Cực kì hài lòng,Rất thích,5
,Cực kì hài lòng,,5
,Rất không hài lòng,Màn hình của máy bị ám vàng. Ảnh bên cạnh là so sánh màu với ip x. Tiki hãy trả lời tôi về trường hợp này. Có chính sách đổi trả ko,1
,Cực kì hài lòng,"Dùng tốt, vừa tiền",5
,Cực kì hài lòng,"Sản phẩm đóng góp cẩn thận, nguyên seal, đầy đủ phụ kiện.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng nhanh.,5
,Cực kì hài lòng,"Hàng Mới Nguyên seal, ok! giá tốt",5
,Cực kì hài lòng,Giao hàng đúng và chuẩn,5
,Cực kì hài lòng,"Giao hàng cực nhanh, mua trả góp qua tiki nên đc ưu đãi tốt",5
,Hài lòng,Iphone giao trễ và sạch thị ko giao đúng thông báo của tiki . Giao trễ ko báo vs khách hàng hay phản hồi cho khách hàng biết . Đợi khách hàng khiếu nại mới giao ..,4
,Cực kì hài lòng,Sản phẩm tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"đẹp, giá rẻ, chính hãng, giao hàng nhanh, giao hàng cẩn thận",5
,Hài lòng,"giao hang nhanh, hàng nguyên đai nguyên kiện",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,điện thoại tốt dùng đẹp nên mua,5
,Cực kì hài lòng,"Hàng đống gối tốt, nguyên seal, rất ổn
Chưa sài thử, để coi sao",5
,Cực kì hài lòng,Sản phẩm tốt,5
,Cực kì hài lòng,"Giao hàng nhanh, hàng đúng chính hãng, mua dc giá tốt so với thị trường",5
,Cực kì hài lòng,"Sản phẩm nhận được đúng mẫu mã, chính hãng. Nhưng Phần đóng gói sp chưa làm cho khách hàng an tâm lắm.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"sản phẩm tốt, đóng gói cẩn thận, giao hàng nhanh",5
,Rất không hài lòng,Quay video bị bắt nét chậm hơn bình thường,1
,Cực kì hài lòng,"Trước mắt thì dùng khá ổn, máy nguyên seal.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,nhận hàng nhanh. sản phẩm ok,5
,Cực kì hài lòng,"Mua được rẻ, hàng chuẩn, giao hàng nhanh, mỗi tội mất phí ( vì mình quên ko add mã miên phí vận chuyển ) nói chunngf là rất ưng, đã thế còn trả góp 12t nữa chứ, hiiii",5
,Cực kì hài lòng,Sản phẩm đúng như quảng cáo đóng gói đảm bảo,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Iphone nguyên seal, hàng chuẩn giá rẻ hơn ở cửa hàng!",5
,Cực kì hài lòng,Giao đúng hàng,5
,Cực kì hài lòng,Quảng cáo giao nhanh 2h mà đặt 16h lại hiện giao trước 20h. Thơi gian nhận hàng là 19h38,4
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Tikinow giao rất nhanh, hàng chính hãng tự tay bóc seal rất yên tâm",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,tạm thời thấy ổn hi,5
,Cực kì hài lòng,Đóng gói cẩn thận,5
,Cực kì hài lòng,Nguyên seal mới 100%,5
,Cực kì hài lòng,"Đẳng cấp thế giới.

Hàng chính hãng VN/A, màu trắng sữa cực đẹp, cực nhẹ và đẳng cấp.",5
,Cực kì hài lòng,Tuyệt vời,5
,Cực kì hài lòng,"Hàng chuẩn, nhưng giao lâu vl, mua 1 sản phẩm Tiki Trading mà đúng 7 ngày mới tới tay :(",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Ship siêu nhanh, đặt 01 ngày đã nhận được rồi. Đợt này mua được tặng củ sạc và được trả góp 12 tháng 0% quá oke luôn!",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,K,5
,Cực kì hài lòng,Mình bị vấn đề ở cổng sạc. Cỏ vẻ không chắc chắn. Thỉnh thoảng đang sạc bị ngắt kết nối.,4
,Hài lòng,Hàng nguyên seal. Giá rẻ hơn các chỗ khác rất nhiều,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"dùng rất tốt, mượt mà, check bảo hành hãng ok",5
,Cực kì hài lòng,iPhone mới nguyên seal. Kiểm tra bảo hành đúng ngày tháng.,5
,Cực kì hài lòng,"Hàng chính hãng nên ko có gì phải phàn nàn. Giá rẻ hơn các chuỗi lớn như TGDD, FPT.",5
,Cực kì hài lòng,"Sản phẩm tuyệt vời, giao nhanh. Bóc seal luôn. Active online",5
,Hài lòng,"Máy đã kích hoạt bảo hành hơn nửa tháng, nhìn bên ngoài cũng ok. Test thì thấy ko lỗi lầm gì điểm trừ là đã kích hoạt bảo hành trước. Nên cho 4 sao thôi",4
,Cực kì hài lòng,"Giao hàng nhanh 
Máy đẹp 
Hàng chính hãng rất là OK",5
,Cực kì hài lòng,"Ok san pham nhu hinh, nguyen sil",5
,Không hài lòng,"Điện thoại chính hãng, xài tốt. Nhưng xin lỗi shop cho 2 sao vì ngày nào em cũng phải nt năn nỉ tiki giao hàng.",2
,Cực kì hài lòng,"Mua 16,3 hôm sau còn 15,7 buồn.",5
,Cực kì hài lòng,"Giao nhanh. Đặt ngày 10, ngày 13 đã giao rùi. Hàng mới 👍",5
,Cực kì hài lòng,"tôi mua máy cho crush, giờ chúng tôi chia tay rồi, máy vẫn dùng tốt",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao nhanh. Chính hãng,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Hàng chính hãng vna, giao nhanh, nguyên seal. Ip 12 có vẻ nhẹ hơn ip11 nha, trải nghiệm mượt nhưng có vẻ pin không bằng ip11",5
,Không hài lòng,"Mua máy có tặng kèm sạc anker nhưng lúc nhận máy không có sạc anker, đơn hàng anker tự huỷ, không có shipper gọi",2
,Hài lòng,5 sao là cờ TQ nên e xin phép để 4 sao. Sản phẩm giao nhanh và sử dụng tốt. Giá cả hợp lý. Nên mua các bác nhé ?,4
,Cực kì hài lòng,Tốt,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Giao nhanh, điện thoại rất đẹp. Mua đợt giảm giá nên càng thích hơn",5
,Cực kì hài lòng,Chuẩn chưa bao giờ thất vọng với tiki,5
,Hài lòng,"Safari của máy dính toàn chữ tàu là sao nhỉ? Đã cài đặt, kiểm tra các kiểu rôi. Nhìn cứ bị ức chế",4
,Cực kì hài lòng,Rất tốt hài lonf,5
,Hài lòng,"Sản phẩm tốt, giao nhanh",4
,Cực kì hài lòng,Đóng gói cẩn thận lần đầu mua onl nên cũng hơi run 😂,5
,Cực kì hài lòng,vừa bóc hộp nhìn thấy đẹp. Chưa biết xử dụng ntn nhưng vẫn cho 5 sao,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Sản phẩm tốt, nhanh",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Đóng gói rất kĩ, shipper mưa vẫn giaooo",5
,Cực kì hài lòng,,5
,Hài lòng,,4
,Cực kì hài lòng,"Rất hài lòng về sản phẩm, đóng gói cẩn thận và giao hàng nhanh!",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Hài lòng về sản phẩm,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Sao em không thấy hoá đơn ạ?,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"Máy tốt, giao hàng rất nhanh",5
,Cực kì hài lòng,good !,5
,Cực kì hài lòng,"Hàng giao nhanh chóng, đóng bọc rất cẩn thận",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"đóng gói cẩn thận, hàng nhận dc ok nguyên vẹn",5
,"Giao hàng nhanh, đóng gói cẩn thận","Giao hàng nhanh, đóng gói cẩn thận. Shiper chủ động khui hộp cho kiểm tra hàng đầy đủ khi nhận. Máy chạy tốt, đẹp và đúng hàng chính hãng VNA",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,Giao hàng hơi chậm,5
,Cực kì hài lòng,"Giao hàng nhanh, đúng cam kết",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"No word to say 
Amazing",5
,Cực kì hài lòng,Mua hàng điện tử nhiều lần trên Tiki rồi. Vẫn chưa thấy vọng,5
,Cực kì hài lòng,"Hàng đẹp, giao nhanh.",5
,Cực kì hài lòng,,5
,Cực kì hài lòng,"giao hàng nhanh, đóng gói cẩn thận dù phải về tỉnh xa",5
,Cực kì hài lòng,"Bọc cẩn thận, giao hàng nhanh, nguyên seal của Apple thêm cẢ seal Tiki. Kèm sạc như mô tả. Tôi thấy hài lòng",5
